86,341,375,386,334,177,367,465,573,373,162,159,542,530,462,485,249,294,618,431,383,158,63,139,153,366,113,381,329,406,423,543,3,528,211,108,325,82,274,432,172,256,48,587,42,39,452,550,493,531,563,95,164,572,117,185,188,360,391,488,354,115,72,106,553,245,345,157,513,596,259,376,41,18,183,219,467,308,346,215,281,439,362,410,284,25,562,309,378,481,255,506,38,127,247,43,15,293,576,440,303,193,102,357,170,455,299,70,380,490,83,233,44,584,377,430,35,399,99,438,457,187,473,519,265,328,65,384,235,348,287,569,246,469,23,568,244,364,398,427,504,579,131,508,198,280,125,464,509,52,306,394,216,444,407,403,583,449,387,337,534,318,290,370,105,507,150,574,482,140,597,160,80,338,104,536,109,359,602,555,169,604,434,205,446,85,331,261,404,142,26,397,546,433,47,489,518,220,479,74,11,585,40,577,77,174,251,223,526,515,535,420,624,358,413,483,495,408,461,71,307,589,605,217,229,472,141,45,283,382,90,56,368,277,154,30,165,374,111,575,222,114,37,228,267,336,178,34,19,311
0,19315,22028,26528,21260,23465,15726,15000,7566,17084,18737,12958,25146,21820,24491,7266,22481,12362,4560,26366,17512,2522,16461,3707,3681,22437,1855,19927,12259,29890,28936,9929,21392,12942,14570,3130,26271,15320,22137,26062,18497,5341,16115,10111,9521,21641,9597,18687,6511,13518,15516,19807,12470,12587,12739,13138,12988,23358,17533,14300,14494,1392,15634,13736,23875,5603,19142,4343,24266,22694,25208,19130,20108,5280,23567,4675,14982,16262,22037,13883,23909,25550,20347,16786,8371,6025,6188,25848,15690,14486,16330,14169,8352,11035,24498,5955,1970,6541,16563,9613,19401,4205,22465,19321,13070,9456,12206,13629,26568,24527,21337,13682,24436,13664,15250,26061,6051,20597,13833,27220,15234,21670,14440,24451,6383,13132,18220,17072,22524,19071,16068,11863,25037,14480,15553,15034,5451,15059,27878,27718,12986,5124,14434,6287,4869,5954,8064,27593,6454,20512,6449,25202,13555,9341,29204,30027,3555,11331,26921,22544,5817,19415,22580,21537,2203,13269,11368,15442,13786,12742,9508,2635,2531,21774,4430,21301,1751,24671,11227,24482,13006,15987,12412,23280,26702,19926,12819,25539,30235,1891,15431,25759,17424,26095,8407,8215,5918,4672,23947,15437,10622,6795,22280,14879,12089,12000,21876,25453,8697,6310,20624,27230,14605,17970,29190,21417,23727,16539,10733,3868,10069,12015,6689,14040,21620,27176,7264,13236,12589,16136,9806,5955,20616,12174,21203,15524,14799,21473,1261,5526,24172,1092,9982,25732,22344,19088,11672,26442,1834,6568
18650,0,4835,12513,7709,14512,4962,15924,15858,4155,2613,7327,18851,17098,20000,21161,10722,8718,22226,21876,4523,19579,10990,16002,15276,6377,20209,3885,8403,25400,24446,14425,13045,13339,5295,16557,13793,10054,10453,21571,11204,17339,10622,13298,11857,15626,20649,14196,20593,13223,12203,13563,7525,11958,7965,7078,6987,9411,5020,14697,5932,19746,10268,8821,17983,18597,1479,14816,19299,17123,14099,3107,3336,23262,14614,19274,15874,2755,5977,6208,12007,21060,3211,25503,12221,14564,17641,13277,6106,14883,6711,14123,12879,9373,13444,15234,17964,17027,11961,21506,9782,19645,14491,2116,7223,20686,6880,9111,12552,19985,15323,6263,17275,11065,6671,21571,16683,2991,8954,22729,5620,12755,15602,19484,14638,6873,12497,4947,11171,1740,3198,11817,13984,15643,4924,11971,18414,5834,13862,23228,14148,17715,8605,20369,15722,17120,11511,22780,20013,14497,14576,9143,6658,21703,24714,25537,19525,20074,12906,8217,18740,9456,9469,4343,16851,14174,8551,11506,14948,7827,13019,19084,20513,7439,22412,16539,20105,10514,11253,18173,7110,11262,21128,12295,22212,13872,7282,14485,25745,18898,9970,9699,13650,21605,12790,20105,19530,18715,19456,10028,21007,17424,15871,11463,9603,7893,10974,14620,16989,20867,15856,22740,10181,2279,24699,4427,19184,25255,19449,21850,11213,11855,15654,5949,11245,21977,12145,9699,6599,5799,11596,14766,3689,6959,14011,10609,8611,4459,19433,17628,13118,19264,11554,14794,11654,899,8026,21952,19967,15389
21861,4839,0,9054,4250,11054,7101,19151,19086,6295,3690,10555,15392,15667,18328,24388,7263,11467,25454,19496,6562,22085,14218,19213,18487,2228,22910,3525,11152,22733,21778,17652,9586,16567,8523,19784,10334,13282,6994,19321,11654,19479,13849,16525,15085,13027,23877,17424,23821,16451,15431,11961,10752,15185,11193,10306,10214,5952,7059,17925,8071,22311,13496,12048,14524,20737,4349,18027,15840,13828,10640,4142,2715,26157,11155,21413,19102,5983,2672,9436,8548,18471,1832,28730,14360,17792,20869,9818,8245,18111,9236,17351,16106,12601,9985,18462,21192,19167,15189,24733,6404,21800,11032,3561,10451,23914,10108,12338,9093,16853,12162,9490,13816,14293,8811,19616,18822,2548,12182,19476,7760,9297,18830,16025,16777,9790,14681,6986,7712,4439,6426,15045,10525,18870,8152,15199,20554,7973,10404,20560,17376,20943,11832,23597,18230,19259,14738,19321,23240,13514,16716,4807,9886,24931,22095,22869,22752,23302,9447,4759,21967,5997,6010,1030,20061,17402,11779,14734,18176,11054,16246,21589,23720,3981,25307,15874,22806,7056,14481,14715,10338,14490,24356,8836,19408,12270,10199,11026,23077,21418,13197,5363,16877,19278,16018,23332,22758,20855,16714,13255,24235,20651,12413,14691,12831,11121,7515,11161,20217,24095,16265,20490,13409,5141,22032,1085,16698,28483,22677,24814,13962,15083,18881,9177,7786,18518,15373,12927,9827,7873,14823,17994,2026,10187,10552,13837,11839,886,22029,20855,9659,21860,14782,11336,8196,4613,11253,20279,22472,17529
26464,12353,8836,0,5937,12345,15314,22754,22812,14507,11902,14158,16955,17229,19890,27991,8825,18256,29834,21058,14787,28296,16374,23951,23591,7310,27876,11759,17941,24295,23013,21255,11148,20169,12256,24165,8183,16334,8556,20884,13341,26744,16902,20128,18687,14589,27603,20092,27424,20054,19034,13523,14192,18788,14795,13745,13654,3460,15284,21527,16284,27433,16548,15651,16086,28002,11863,23416,17403,15390,8951,12358,10760,30870,12210,28478,22705,12293,6983,12875,7708,20033,9297,32503,22573,21826,24471,8129,16458,21714,10674,20954,19709,16219,8746,22788,25572,26432,18701,28459,8091,28361,12594,11074,14054,27639,16120,15941,524,18415,13725,14304,14572,17896,17023,21179,26087,10062,15785,20650,15972,10859,22432,17512,24042,16411,16243,15211,9275,11953,12488,18647,8908,22473,14462,18801,27819,16186,1651,21795,20979,24546,15098,27200,24610,26524,18695,20496,26843,15076,23981,9692,14700,28534,23657,24432,26447,27074,694,5206,25570,7685,7572,9157,24543,21004,15414,18337,21778,14657,19849,27800,28121,5190,30020,17437,27791,3306,18083,16277,13940,17876,28128,9817,20582,13832,16820,9383,24640,27614,16250,10248,19928,20840,19620,27058,26361,28119,18277,16308,27961,24254,13975,18294,16434,14560,9078,9576,23943,27697,17828,22052,17012,13353,23267,8304,18261,32255,26449,29458,20403,18686,22588,12616,9348,19925,20079,16529,15839,16098,18426,22320,10019,16199,12115,17278,15081,9274,27247,24458,9431,27078,18385,9721,9758,11815,14937,21841,27874,24793
21331,7796,4280,5817,0,7443,10757,17621,17679,9950,7345,9025,11782,12057,14718,22858,3653,13214,24702,15886,10230,23163,10553,18818,18458,2753,22743,7202,12821,19122,18168,16122,5714,15037,7124,19032,6724,10640,3384,15711,7519,21611,11208,14995,13555,9417,22470,14736,22291,14921,13901,7875,9059,13655,9663,8612,8521,2879,10727,16395,11727,22300,10854,10518,10914,22869,7306,18283,12230,10218,7030,7801,6203,25737,7545,23345,17572,7736,2426,7743,4938,14861,4740,27370,17473,16693,19339,6208,11901,16581,5541,15821,14576,11086,6375,17655,20439,21299,13007,23326,2401,23228,7422,6517,8921,22507,10987,10808,5856,13242,8552,9171,10206,12763,12467,16006,20955,5505,10432,15866,11416,5687,17299,12415,18909,11651,10595,10654,4102,7396,7931,13515,6915,17340,9905,13669,22686,11629,7166,16950,15846,19413,9404,22067,19478,21391,13562,15711,21710,9428,18848,5135,9567,23401,18485,19259,21314,21941,6210,1521,20437,1995,2400,4601,19410,15872,10281,13204,16646,9524,14716,22667,22988,743,24888,12264,22658,3818,12951,11104,8808,12182,22996,5226,15798,8184,11927,7416,19467,22481,10556,5691,14200,15668,14488,21926,21228,22987,13104,10614,22828,19121,8803,13161,11301,9428,3905,7551,18810,22565,12655,16880,11879,8796,18422,3747,13088,27123,21317,24326,15270,13553,17455,7484,4176,14908,14946,11397,10706,11541,13293,17187,5462,11066,6942,11584,9387,4717,22114,19325,6049,21945,13252,7725,4586,7258,9805,16669,22742,19661
23453,14240,10724,11929,7113,0,17202,18433,19610,16395,13790,11272,7114,7389,10050,24789,4488,18329,26823,11218,16675,25285,8408,20940,20580,9197,24865,13646,17936,14455,13500,17062,3634,15476,12122,21154,6734,9358,6353,11044,6263,24659,9279,16048,15486,4749,24401,10252,24222,15046,11980,4731,11567,13907,11717,11625,11695,8992,17172,17029,18171,24422,9294,10488,6246,25789,13751,20405,7563,5550,4481,14246,12647,27859,1371,25467,18206,14181,8870,12279,5227,10193,11184,29301,22125,18815,21270,6359,18346,17215,11745,15949,16507,13197,4678,19678,22561,25526,10934,25257,9041,25350,2754,12962,11293,24438,16102,11328,11969,8575,3885,13336,4628,12819,18911,11339,24581,11949,10385,11198,17860,3312,18112,7747,22620,16766,7912,17099,3702,13840,13992,14376,4196,18153,15853,12432,25558,18074,13279,12282,16658,21344,9481,23998,21599,25018,15684,11043,23641,5369,23601,11579,13334,25332,13817,14592,23245,23872,12322,7101,22368,9096,5215,11045,21532,16684,12686,11712,17458,11578,16372,24789,25110,7188,27009,7597,24780,9931,13819,6437,11179,10359,24927,3261,11130,4895,17042,4710,14799,24603,9274,12135,11481,11000,16419,23856,23159,25464,8436,9332,24759,21052,4135,11919,13232,12160,5300,3567,20741,24495,7988,12212,10983,15241,13754,10192,8421,29054,23248,26447,20087,14421,19386,12100,5570,10241,17068,11649,15821,17985,15224,19309,11907,16181,2453,9964,9549,11161,24236,21256,4421,24067,15183,4158,7007,13702,12544,12001,24863,24626
15492,5095,7199,15543,10739,17543,0,17190,14166,2104,3825,8594,20855,18365,21267,19195,13752,5099,19301,23142,2125,15716,12257,12844,12118,8878,16541,5015,4784,26667,25712,14705,15760,14606,6562,13580,16824,11321,13483,22838,12470,13110,11888,13610,12034,16893,18957,15463,18628,14490,13470,14830,8792,13225,9232,8345,8253,12442,2146,15964,1703,15942,11535,10087,19697,14368,4230,11658,20990,18389,17130,4088,5196,19788,17645,15045,17141,5205,9008,7475,15038,22327,6226,23810,7992,12540,15853,16307,1291,16150,7978,15390,12654,10049,16475,13209,15546,12799,13228,19813,11049,15432,17487,4409,8490,18994,4803,10377,15583,21251,16589,6939,19689,12332,1878,22838,12454,5708,10221,23996,1140,15786,16869,21175,10409,3793,13763,1684,14202,4160,5428,13084,17014,16909,3875,13238,14186,1266,16893,24494,15415,15750,9871,18404,11861,12891,10800,24369,18047,15764,10347,11457,7335,19946,25981,26804,17500,18382,15936,11248,16774,11063,12500,6705,13693,15441,9227,12773,16215,9093,13299,15220,17351,10470,18938,17806,16437,13545,12435,20178,8377,12529,19436,15326,23478,15139,4202,17516,27011,15050,11236,12013,14916,22872,12566,18412,17565,14486,20723,11294,19315,15666,17533,12730,10830,8846,14005,17650,15297,18901,17123,24007,11448,3058,25966,7442,20451,23563,17757,18445,7594,13122,13629,7216,14275,23900,9975,10966,5071,1167,11489,12741,5704,5390,16011,11876,9878,6561,15661,15662,16149,15492,11866,17825,14685,5453,8702,23218,16104,11160
15315,16309,19022,22625,17357,18368,17182,0,9951,17297,17622,9054,17365,14039,16710,10459,18048,14980,18686,18585,17770,17413,10055,12821,13080,19431,16727,18772,14601,22109,21155,5681,16295,3149,10666,13016,21838,9418,17708,18280,14064,17110,9729,5664,6961,15117,10633,10906,10760,3695,7735,13846,9319,4962,8420,10130,10200,19455,18267,1318,16431,16284,9470,9194,16094,18240,16708,12978,16485,14935,20245,18116,18204,19721,18470,17918,686,13459,19031,10820,19475,17769,17340,17663,14957,9454,11610,21415,17735,1226,12427,2620,7465,8279,19535,10019,14064,18309,8782,10883,15498,17801,16194,16731,9292,10491,13212,7778,22664,16746,14932,11473,17700,5883,17294,18280,17413,17591,8758,19439,17278,16573,1580,16670,15452,14284,11815,18117,18091,16798,12779,4457,20074,1707,14640,7253,18009,17104,23974,19937,2328,11685,9734,11228,14376,17723,8809,19811,10633,14045,16433,21917,11345,10611,21423,22246,13586,12208,23018,18641,11248,15512,18150,18530,13394,2034,9097,7661,1644,8838,6196,17240,16973,17871,18872,13520,16643,20768,5787,16723,9228,8455,13289,18256,18921,13520,13971,20576,22454,16567,9529,22473,9643,18314,7355,9092,11560,17915,16166,9332,11657,11393,15875,7098,8014,9469,17443,20356,11082,12272,12843,19449,7672,17076,21409,18411,15945,17416,11610,18310,15265,4950,9727,10641,17186,19395,10483,6966,13267,18037,7740,9698,17941,12851,16106,8431,10676,18647,16098,11597,19209,15929,6633,20636,17914,16082,9469,18661,16726,17458
7394,16180,18893,22495,17227,19198,13895,9339,0,15145,16798,8925,20046,16720,19391,6103,18229,9754,10764,21266,15618,9492,11530,4899,5218,19302,8806,17988,9584,24790,23836,4269,17125,7842,10537,5095,22019,10720,17885,20962,14245,9189,11184,4451,4421,16710,5104,13587,5766,8418,10416,15320,8525,7487,8149,9373,9223,19325,15703,9200,12664,8363,10893,9159,18775,10319,16579,5189,19166,17594,20956,17191,18075,11800,19300,9997,9321,13255,18902,10119,19657,20450,17211,10527,8305,2069,3670,21596,13859,9386,12298,9068,3412,6957,20246,2079,6123,10388,11463,5960,15369,9879,17669,16602,9118,5140,9359,8529,22535,19427,16406,10151,19505,8564,13419,20961,9899,17461,9072,22120,13403,17403,8779,19351,8744,10409,13289,15241,18272,16669,12650,6762,20785,8820,12797,9934,10088,13229,23845,22618,7326,3745,10168,5847,6923,9802,4990,22492,5052,15581,9750,21788,10024,6255,24104,24927,5645,5098,22889,18512,4527,15383,18328,18401,5473,7608,7839,10342,8125,8709,3848,9319,9051,17742,10950,16201,8721,20638,6127,19382,9054,10887,6153,19028,21602,14995,10096,21287,25135,8645,10830,22344,12324,20995,3499,4559,5008,9994,18847,10697,5461,3453,17349,9779,6988,8332,17624,21186,1443,6603,15524,22130,9505,16031,24090,18282,18626,10280,4474,10388,8978,6915,1489,10276,17368,22076,4196,8136,9743,14305,5161,2095,17812,9327,16937,10578,10547,18517,8177,3657,19920,8008,4882,21466,18092,15953,8148,21342,8804,10416
